,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Avg. Search Depth,Search Category (Phil),Search Category (Erik),Notes,Search Category,Second Category,Third Category,Unnamed: 13,lowTerms,tkTerms,stems
394,aliens,1,1.0,0.00%,100.00%,0:00:22,1.0,topical,topical,,topical,,,single,aliens,['aliens'],['alien']
395,apis mellifera,1,1.0,100.00%,0.00%,0:00:00,0.0,topical,topical,,topical,,,single,apis mellifera,"['apis', 'mellifera']","['api', 'mellifera']"
396,apple,2,1.0,0.00%,100.00%,0:00:12,0.5,topical,topical,,topical,,,single,apple,['apple'],['appl']
397,bald eagle,1,1.0,0.00%,100.00%,0:00:21,0.0,topical,topical,,topical,,,single,bald eagle,"['bald', 'eagle']","['bald', 'eagl']"
398,bat,1,1.0,0.00%,100.00%,0:00:19,0.0,topical,topical,,topical,,,single,bat,['bat'],['bat']
399,bear,5,1.8,0.00%,22.22%,0:07:20,7.4,topical,topical,,topical,,,single,bear,['bear'],['bear']
400,Bear,1,1.0,0.00%,0.00%,0:01:53,3.0,topical,topical,,topical,,,single,bear,['bear'],['bear']
401,bears,2,1.5,0.00%,33.33%,0:02:26,5.0,topical,topical,,topical,,,single,bears,['bears'],['bear']
402,beer,1,1.0,0.00%,100.00%,0:00:04,1.0,topical,topical,,topical,,,single,beer,['beer'],['beer']
403,bees,1,1.0,0.00%,100.00%,0:00:05,1.0,topical,topical,,topical,,,single,bees,['bees'],['bee']
404,bicycle,1,2.0,0.00%,100.00%,0:00:07,0.0,topical,topical,,topical,,,single,bicycle,['bicycle'],['bicycl']
405,bicycle ridership,1,2.0,0.00%,50.00%,0:00:03,1.0,topical,topical,,topical,,,single,bicycle ridership,"['bicycle', 'ridership']","['bicycl', 'ridership']"
406,bison,2,1.0,0.00%,100.00%,0:00:08,0.0,topical,topical,,topical,,,single,bison,['bison'],['bison']
407,black tailed prairie dog,1,1.0,0.00%,100.00%,0:00:21,1.0,topical,topical,,topical,,,single,black tailed prairie dog,"['black', 'tailed', 'prairie', 'dog']","['black', 'tail', 'prairi', 'dog']"
408,blight,1,1.0,0.00%,100.00%,0:00:15,1.0,topical,topical,,topical,,,single,blight,['blight'],['blight']
409,bllight,1,1.0,0.00%,100.00%,0:00:06,0.0,topical,topical,,topical,,,single,bllight,['bllight'],['bllight']
410,building footprints,1,1.0,100.00%,0.00%,0:00:00,0.0,topical,topical,,topical,,,single,building footprints,"['building', 'footprints']","['build', 'footprint']"
411,building height,1,1.0,0.00%,0.00%,0:03:40,2.0,topical,locational,,topical,,,single,building height,"['building', 'height']","['build', 'height']"
412,buildings,8,3.88,25.00%,6.45%,0:06:04,2.88,topical,topical,,topical,,,single,buildings,['buildings'],['build']
413,carbon,1,1.0,0.00%,100.00%,0:04:14,14.0,topical,topical,,topical,,,single,carbon,['carbon'],['carbon']
414,caribou,2,1.0,0.00%,100.00%,0:00:45,0.0,topical,topical,,topical,,,single,caribou,['caribou'],['carib']
415,cats,1,1.0,0.00%,100.00%,0:00:04,0.0,topical,topical,,topical,,,single,cats,['cats'],['cat']
416,cattle mutilations,1,1.0,0.00%,100.00%,0:00:08,1.0,topical,topical,,topical,,,single,cattle mutilations,"['cattle', 'mutilations']","['cattl', 'mutil']"
417,census block temperature in denver,1,1.0,0.00%,0.00%,0:01:30,4.0,topical|locational|placename,placename|publication,,topical,locational,placename,combined,census block temperature in denver,"['census', 'block', 'temperature', 'in', 'denver']","['censu', 'block', 'temperatur', 'in', 'denver']"
418,Chronic wasting,1,1.0,0.00%,100.00%,0:00:08,0.0,topical,topical,,topical,,,single,chronic wasting,"['chronic', 'wasting']","['chronic', 'wast']"
419,Climate,1,1.0,0.00%,100.00%,0:00:54,1.0,topical,topical,,topical,,,single,climate,['climate'],['climat']
420,coal,3,1.0,33.33%,66.67%,0:00:03,0.0,topical,topical,,topical,,,single,coal,['coal'],['coal']
421,commerial zoning,1,1.0,0.00%,100.00%,0:00:08,0.0,topical,topical,,topical,,,single,commerial zoning,"['commerial', 'zoning']","['commeri', 'zone']"
422,conservation,1,5.0,0.00%,20.00%,0:04:43,4.0,topical,topical,,topical,,,single,conservation,['conservation'],['conserv']
423,continental,1,1.0,0.00%,100.00%,0:00:11,0.0,topical,topical,,topical,,,single,continental,['continental'],['continent']
424,cover,1,3.0,100.00%,0.00%,0:00:58,0.0,topical,topical,,topical,,,single,cover,['cover'],['cover']
425,crane,1,1.0,0.00%,100.00%,0:00:23,0.0,topical,topical,,topical,,,single,crane,['crane'],['crane']
426,Crimes,1,1.0,0.00%,100.00%,0:00:03,0.0,topical,topical,,topical,,,single,crimes,['crimes'],['crime']
427,deer,2,2.0,50.00%,25.00%,0:00:14,0.5,topical,topical,,topical,,,single,deer,['deer'],['deer']
428,deforestation,1,1.0,0.00%,0.00%,0:00:05,1.0,topical,topical,,topical,,,single,deforestation,['deforestation'],['deforest']
429,dispersed,1,1.0,0.00%,0.00%,0:18:02,2.0,topical,topical,,topical,,,single,dispersed,['dispersed'],['dispers']
430,dogs,1,2.0,0.00%,50.00%,0:00:52,1.0,topical,topical,,topical,,,single,dogs,['dogs'],['dog']
431,eagle,3,1.67,33.33%,0.00%,0:05:30,1.67,topical,topical,,topical,,,single,eagle,['eagle'],['eagl']
432,el chupacabra,1,1.0,0.00%,0.00%,0:00:07,1.0,topical,topical,,topical,,,single,el chupacabra,"['el', 'chupacabra']","['el', 'chupacabra']"
433,election,1,1.0,100.00%,0.00%,0:00:00,0.0,topical,topical,,topical,,,single,election,['election'],['elect']
434,falcon,1,1.0,0.00%,100.00%,0:00:29,0.0,topical,topical,,topical,,,single,falcon,['falcon'],['falcon']
435,ferret,1,2.0,0.00%,50.00%,0:01:09,1.0,topical,topical,,topical,,,single,ferret,['ferret'],['ferret']
436,fire,2,1.5,0.00%,66.67%,0:06:53,4.5,topical,topical,,topical,,,single,fire,['fire'],['fire']
437,fireblight,1,1.0,0.00%,100.00%,0:00:06,0.0,topical,topical,,topical,,,single,fireblight,['fireblight'],['fireblight']
438,fish,3,2.33,0.00%,42.86%,0:07:48,1.67,topical,topical,,topical,,,single,fish,['fish'],['fish']
439,food,1,1.0,0.00%,0.00%,0:02:03,1.0,topical,topical,,topical,,,single,food,['food'],['food']
440,fox,1,2.0,0.00%,50.00%,0:02:45,1.0,topical,topical,,topical,,,single,fox,['fox'],['fox']
441,fracking,1,2.0,0.00%,50.00%,0:00:11,0.0,topical,locational,,topical,,,single,fracking,['fracking'],['frack']
442,fraking,1,1.0,0.00%,100.00%,0:00:03,0.0,topical,locational,,topical,,,single,fraking,['fraking'],['frake']
443,genealogy,1,1.0,0.00%,100.00%,0:00:03,0.0,topical,topical,,topical,,,single,genealogy,['genealogy'],['genealog']
444,geography,1,1.0,0.00%,100.00%,0:00:04,0.0,topical,topical,,topical,,,single,geography,['geography'],['geographi']
445,geolog*,1,1.0,0.00%,100.00%,0:00:13,0.0,topical,topical,,topical,,,single,geolog,['geolog'],['geolog']
446,geologic,1,1.0,0.00%,0.00%,0:00:02,1.0,topical,topical,,topical,,,single,geologic,['geologic'],['geolog']
447,geologt,1,1.0,0.00%,100.00%,0:00:08,0.0,topical,topical,,topical,,,single,geologt,['geologt'],['geologt']
448,geology,8,1.25,0.00%,50.00%,0:00:24,0.62,topical,topical,,topical,,,single,geology,['geology'],['geolog']
449,geology units,1,2.0,0.00%,0.00%,0:07:57,2.0,topical,topical,,topical,,,single,geology units,"['geology', 'units']","['geolog', 'unit']"
450,goat,2,3.0,0.00%,16.67%,0:04:53,3.0,topical,topical,,topical,,,single,goat,['goat'],['goat']
451,goats,2,1.5,0.00%,66.67%,0:16:42,2.0,topical,topical,,topical,,,single,goats,['goats'],['goat']
452,Gold,1,1.0,100.00%,0.00%,0:00:00,0.0,topical,topical,,topical,,,single,gold,['gold'],['gold']
453,groundsnake,1,1.0,0.00%,0.00%,0:26:56,3.0,topical,topical,,topical,,,single,groundsnake,['groundsnake'],['groundsnak']
454,habitat,1,7.0,100.00%,14.29%,0:12:13,7.0,topical,topical,,topical,,,single,habitat,['habitat'],['habitat']
455,hawk,1,1.0,0.00%,100.00%,0:00:14,0.0,topical,topical,,topical,,,single,hawk,['hawk'],['hawk']
456,heron,1,2.0,0.00%,0.00%,0:00:57,3.0,topical,topical,,topical,,,single,heron,['heron'],['heron']
457,hidrography,1,1.0,0.00%,100.00%,0:00:10,1.0,topical,topical,,topical,,,single,hidrography,['hidrography'],['hidrographi']
458,human,1,1.0,100.00%,0.00%,0:00:00,0.0,topical,topical,,topical,,,single,human,['human'],['human']
459,human footprint,1,1.0,0.00%,100.00%,0:00:38,2.0,topical,topical,,topical,,,single,human footprint,"['human', 'footprint']","['human', 'footprint']"
460,human influence,1,1.0,0.00%,100.00%,0:00:06,1.0,topical,topical,,topical,,,single,human influence,"['human', 'influence']","['human', 'influenc']"
461,hydrography,1,2.0,0.00%,50.00%,0:00:26,1.0,topical,topical,,topical,,,single,hydrography,['hydrography'],['hydrographi']
462,hydrology,3,4.67,0.00%,28.57%,0:03:00,6.67,topical,topical,,topical,,,single,hydrology,['hydrology'],['hydrolog']
463,ice,1,1.0,0.00%,0.00%,0:09:57,1.0,topical,topical,,topical,,,single,ice,['ice'],['ice']
464,income,1,1.0,0.00%,0.00%,0:03:00,6.0,topical,topical,,topical,,,single,income,['income'],['incom']
465,indangered species,1,1.0,0.00%,100.00%,0:01:21,4.0,topical,topical,,topical,,,single,indangered species,"['indangered', 'species']","['indang', 'speci']"
466,indian,1,3.0,0.00%,33.33%,0:01:00,2.0,topical,topical,,topical,,,single,indian,['indian'],['indian']
467,industrial,1,1.0,0.00%,100.00%,0:01:44,2.0,topical,topical,,topical,,,single,industrial,['industrial'],['industri']
468,internet,1,1.0,0.00%,0.00%,0:00:15,2.0,topical,topical,,topical,,,single,internet,['internet'],['internet']
469,invasive,1,1.0,0.00%,100.00%,0:00:04,0.0,topical,topical,,topical,,,single,invasive,['invasive'],['invas']
470,irrigation,1,4.0,0.00%,0.00%,0:07:29,5.0,topical,topical,,topical,,,single,irrigation,['irrigation'],['irrig']
471,irrigiation,1,1.0,0.00%,100.00%,0:00:06,0.0,topical,topical,,topical,,,single,irrigiation,['irrigiation'],['irrigi']
472,kit fox,1,1.0,0.00%,0.00%,0:04:36,7.0,topical,placename,,topical,,,single,kit fox,"['kit', 'fox']","['kit', 'fox']"
473,land,1,1.0,0.00%,0.00%,0:00:06,1.0,topical,topical,,topical,,,single,land,['land'],['land']
474,land cover,3,1.67,33.33%,20.00%,0:00:19,1.0,topical,topical,,topical,,,single,land cover,"['land', 'cover']","['land', 'cover']"
475,land use,1,1.0,0.00%,0.00%,0:00:44,2.0,topical,topical,,topical,,,single,land use,"['land', 'use']","['land', 'use']"
476,landed,1,1.0,0.00%,0.00%,0:00:05,1.0,topical,topical,,topical,,,single,landed,['landed'],['land']
477,landuse,1,1.0,0.00%,100.00%,0:00:02,0.0,topical,topical,,topical,,,single,landuse,['landuse'],['landus']
478,lease,1,2.0,0.00%,50.00%,0:11:03,1.0,topical,topical,,topical,,,single,lease,['lease'],['leas']
479,legislative,1,2.0,0.00%,50.00%,0:00:56,7.0,topical,topical,,topical,,,single,legislative,['legislative'],['legisl']
480,legistlative,1,1.0,0.00%,100.00%,0:00:04,0.0,topical,topical,,topical,,,single,legistlative,['legistlative'],['legistl']
481,lizard,1,1.0,0.00%,0.00%,0:00:36,1.0,topical,topical,,topical,,,single,lizard,['lizard'],['lizard']
482,local,2,1.5,0.00%,33.33%,0:00:10,0.5,topical,topical,,topical,,,single,local,['local'],['local']
483,lynx,1,5.0,0.00%,40.00%,0:04:30,1.0,topical,topical,,topical,,,single,lynx,['lynx'],['lynx']
484,marijuana,1,1.0,0.00%,100.00%,0:00:06,0.0,topical,topical,,topical,,,single,marijuana,['marijuana'],['marijuana']
485,metadata,1,2.0,0.00%,0.00%,0:04:05,5.0,topical,topical,,topical,,,single,metadata,['metadata'],['metadata']
486,mice,1,1.0,0.00%,0.00%,0:00:03,1.0,topical,topical,,topical,,,single,mice,['mice'],['mice']
487,migration,1,4.0,0.00%,0.00%,0:00:44,2.0,topical,topical,,topical,,,single,migration,['migration'],['migrat']
488,mineral,1,1.0,0.00%,0.00%,0:00:07,1.0,topical,topical,,topical,,,single,mineral,['mineral'],['miner']
489,minerals,1,3.0,0.00%,0.00%,0:01:05,4.0,topical,topical,,topical,,,single,minerals,['minerals'],['miner']
490,mines,3,1.67,33.33%,40.00%,0:00:16,1.0,topical,locational,,topical,,,single,mines,['mines'],['mine']
491,moose,3,1.33,0.00%,50.00%,0:01:22,2.67,topical,topical,,topical,,,single,moose,['moose'],['moos']
492,mountain,1,1.0,0.00%,100.00%,0:00:22,0.0,topical,topical,,topical,,,single,mountain,['mountain'],['mountain']
493,mountain goat,1,3.0,0.00%,33.33%,0:02:11,2.0,topical,topical,,topical,,,single,mountain goat,"['mountain', 'goat']","['mountain', 'goat']"
494,Mountain Goat,1,1.0,0.00%,0.00%,0:04:40,3.0,topical,topical,,topical,,,single,mountain goat,"['mountain', 'goat']","['mountain', 'goat']"
495,mountain lion,4,1.75,0.00%,14.29%,0:02:45,3.0,topical,topical,,topical,,,single,mountain lion,"['mountain', 'lion']","['mountain', 'lion']"
496,mountain lions,1,1.0,0.00%,0.00%,0:00:06,1.0,topical,topical,,topical,,,single,mountain lions,"['mountain', 'lions']","['mountain', 'lion']"
497,municipal,1,1.0,0.00%,100.00%,0:03:24,0.0,topical,topical,,topical,,,single,municipal,['municipal'],['municip']
498,museum,1,1.0,0.00%,100.00%,0:11:17,58.0,topical,topical,,topical,,,single,museum,['museum'],['museum']
499,native,1,2.0,100.00%,0.00%,0:00:19,1.0,topical,,,topical,,,single,native,['native'],['nativ']
500,native american,1,2.0,0.00%,50.00%,0:00:57,1.0,topical,,,topical,,,single,native american,"['native', 'american']","['nativ', 'american']"
501,native us,1,3.0,0.00%,66.67%,0:15:26,22.0,topical,,,topical,,,single,native us,"['native', 'us']","['nativ', 'us']"
502,natural gas,1,2.0,0.00%,50.00%,0:01:38,1.0,topical,topical,,topical,,,single,natural gas,"['natural', 'gas']","['natur', 'ga']"
503,nuclear,1,1.0,0.00%,100.00%,0:00:05,0.0,topical,topical,,topical,,,single,nuclear,['nuclear'],['nuclear']
504,oil,9,1.78,22.22%,37.50%,0:01:06,0.89,topical,topical,,topical,,,single,oil,['oil'],['oil']
505,otter,1,1.0,0.00%,0.00%,0:00:12,1.0,topical,topical,,topical,,,single,otter,['otter'],['otter']
506,owl,1,1.0,0.00%,100.00%,0:00:16,0.0,topical,topical,,topical,,,single,owl,['owl'],['owl']
507,petrolium systems,1,1.0,0.00%,0.00%,0:00:08,1.0,topical,topical,,topical,,,single,petrolium systems,"['petrolium', 'systems']","['petrolium', 'system']"
508,pika,1,2.0,0.00%,100.00%,0:00:35,0.0,topical,topical,,topical,,,single,pika,['pika'],['pika']
509,Pika,1,1.0,0.00%,100.00%,0:00:10,0.0,topical,topical,,topical,,,single,pika,['pika'],['pika']
510,pike,1,1.0,0.00%,100.00%,0:06:23,0.0,topical,topical,,topical,,,single,pike,['pike'],['pike']
511,pine,1,1.0,0.00%,0.00%,0:00:12,1.0,topical,topical,,topical,,,single,pine,['pine'],['pine']
512,Police,1,3.0,0.00%,66.67%,0:00:27,0.0,topical,topical,,topical,,,single,police,['police'],['polic']
513,pollution,1,2.0,100.00%,0.00%,0:00:28,1.0,topical,topical,,topical,,,single,pollution,['pollution'],['pollut']
514,population,2,2.0,0.00%,25.00%,0:00:46,1.0,topical,topical,,topical,,,single,population,['population'],['popul']
515,Population,1,4.0,100.00%,0.00%,0:08:55,1.0,topical,topical,,topical,,,single,population,['population'],['popul']
516,Population density,2,1.5,100.00%,0.00%,0:00:31,0.5,topical,topical,,topical,,,single,population density,"['population', 'density']","['popul', 'densiti']"
517,poverty,1,2.0,0.00%,0.00%,0:00:14,2.0,topical,topical,,topical,,,single,poverty,['poverty'],['poverti']
518,quakes,1,1.0,0.00%,0.00%,0:00:04,1.0,topical,topical,,topical,,,single,quakes,['quakes'],['quak']
519,radio,1,2.0,0.00%,0.00%,0:01:51,3.0,topical,topical,,topical,,,single,radio,['radio'],['radio']
520,recreation,2,1.0,0.00%,50.00%,0:00:21,0.5,topical,topical,,topical,,,single,recreation,['recreation'],['recreat']
521,ridership,2,1.5,0.00%,100.00%,0:00:08,0.0,topical,topical,,topical,,,single,ridership,['ridership'],['ridership']
522,river miles,1,3.0,0.00%,0.00%,0:00:18,1.0,topical,topical|locational,,topical,,,single,river miles,"['river', 'miles']","['river', 'mile']"
523,road kill,1,2.0,100.00%,50.00%,0:00:04,0.0,topical,topical,,topical,,,single,road kill,"['road', 'kill']","['road', 'kill']"
524,roadkill,2,1.5,0.00%,100.00%,0:03:25,4.5,topical,topical,,topical,,,single,roadkill,['roadkill'],['roadkil']
525,roads,17,1.35,23.53%,47.83%,0:01:35,1.18,topical,topical,,topical,,,single,roads,['roads'],['road']
526,rock formation,1,1.0,100.00%,0.00%,0:00:00,0.0,topical,topical,,topical,,,single,rock formation,"['rock', 'formation']","['rock', 'format']"
527,rods,1,1.0,0.00%,100.00%,0:00:07,0.0,topical,topical,,topical,,,single,rods,['rods'],['rod']
528,russian olive tree,1,1.0,0.00%,0.00%,0:00:02,1.0,topical,topical,,topical,,,single,russian olive tree,"['russian', 'olive', 'tree']","['russian', 'oliv', 'tree']"
529,russian olive trees,1,2.0,0.00%,50.00%,0:03:53,1.0,topical,topical,,topical,,,single,russian olive trees,"['russian', 'olive', 'trees']","['russian', 'oliv', 'tree']"
530,services,1,3.0,100.00%,0.00%,0:00:22,2.0,topical,topical,,topical,,,single,services,['services'],['servic']
531,sewer,1,1.0,0.00%,100.00%,0:00:03,0.0,topical,topical,,topical,,,single,sewer,['sewer'],['sewer']
532,Shops,1,1.0,0.00%,100.00%,0:00:12,0.0,topical,topical,,topical,,,single,shops,['shops'],['shop']
533,Snowpack levels,1,1.0,0.00%,100.00%,0:00:06,1.0,topical,topical,,topical,,,single,snowpack levels,"['snowpack', 'levels']","['snowpack', 'level']"
534,soil,2,1.0,0.00%,50.00%,0:00:15,0.5,topical,topical,,topical,,,single,soil,['soil'],['soil']
535,soils,1,1.0,0.00%,100.00%,0:01:37,0.0,topical,topical,,topical,,,single,soils,['soils'],['soil']
536,species,1,1.0,0.00%,0.00%,0:00:02,1.0,topical,topical,,topical,,,single,species,['species'],['speci']
537,squirrel,1,1.0,0.00%,0.00%,0:00:43,1.0,topical,topical,,topical,,,single,squirrel,['squirrel'],['squirrel']
538,Statewide,1,2.0,0.00%,100.00%,0:01:07,3.0,topical,topical,,topical,,,single,statewide,['statewide'],['statewid']
539,storm,1,1.0,0.00%,100.00%,0:00:08,0.0,topical,topical,,topical,,,single,storm,['storm'],['storm']
540,Temperature,1,1.0,0.00%,0.00%,0:00:18,4.0,topical,topical,,topical,,,single,temperature,['temperature'],['temperatur']
541,the great depression,1,2.0,0.00%,50.00%,0:00:10,2.0,topical,topical,,topical,,,single,the great depression,"['the', 'great', 'depression']","['the', 'great', 'depress']"
542,the new deal,1,2.0,0.00%,50.00%,0:00:10,2.0,topical,topical,,topical,,,single,the new deal,"['the', 'new', 'deal']","['the', 'new', 'deal']"
543,toad,1,2.0,0.00%,50.00%,0:27:33,1.0,topical,topical,,topical,,,single,toad,['toad'],['toad']
544,toxic waste,1,2.0,0.00%,50.00%,0:00:09,1.0,topical,topical,,topical,,,single,toxic waste,"['toxic', 'waste']","['toxic', 'wast']"
545,transportation,1,1.0,0.00%,100.00%,0:00:07,0.0,topical,topical,,topical,,,single,transportation,['transportation'],['transport']
546,tree,3,2.33,0.00%,14.29%,0:03:52,3.33,topical,topical,,topical,,,single,tree,['tree'],['tree']
547,trees,5,2.2,20.00%,63.64%,0:01:46,1.6,topical,topical,,topical,,,single,trees,['trees'],['tree']
548,trees river,1,1.0,0.00%,100.00%,0:00:05,0.0,topical,topical,,topical,,,single,trees river,"['trees', 'river']","['tree', 'river']"
549,triassic,1,1.0,0.00%,100.00%,0:00:08,0.0,topical,topical,,topical,,,single,triassic,['triassic'],['triassic']
550,trout,3,1.33,33.33%,50.00%,0:00:15,1.33,topical,topical,,topical,,,single,trout,['trout'],['trout']
551,uranium,1,2.0,0.00%,50.00%,0:00:12,0.0,topical,topical,,topical,,,single,uranium,['uranium'],['uranium']
552,ute,1,1.0,0.00%,100.00%,0:00:06,1.0,topical,topical,,topical,,,single,ute,['ute'],['ute']
553,utility,1,2.0,0.00%,0.00%,0:00:14,1.0,topical,topical,,topical,,,single,utility,['utility'],['util']
554,vegetation,3,1.0,33.33%,66.67%,0:05:17,0.0,topical,topical,,topical,,,single,vegetation,['vegetation'],['veget']
555,voter,1,1.0,0.00%,100.00%,0:00:04,0.0,topical,topical,,topical,,,single,voter,['voter'],['voter']
556,voting,2,1.5,0.00%,66.67%,0:00:13,1.0,topical,topical,,topical,,,single,voting,['voting'],['vote']
557,water,13,2.46,7.69%,28.12%,0:03:58,2.38,topical,topical,,topical,,,single,water,['water'],['water']
558,water use,1,4.0,0.00%,25.00%,0:01:03,1.0,topical,topical,,topical,,,single,water use,"['water', 'use']","['water', 'use']"
559,wildlife,6,3.33,16.67%,10.00%,0:05:57,1.5,topical,topical,,topical,,,single,wildlife,['wildlife'],['wildlif']
560,wine,1,1.0,0.00%,100.00%,0:03:29,1.0,topical,topical,,topical,,,single,wine,['wine'],['wine']
561,wolf,1,2.0,100.00%,0.00%,0:00:58,0.0,topical,topical,,topical,,,single,wolf,['wolf'],['wolf']
562,wolverine,1,2.0,0.00%,100.00%,0:01:25,0.0,topical,topical,,topical,,,single,wolverine,['wolverine'],['wolverin']
563,9,1,1.0,100.00%,0.00%,0:00:00,0.0,unknown,,,unknown,,,single,9,['9'],['9']
564,2000,1,1.0,0.00%,100.00%,0:00:12,1.0,unknown,,,unknown,,,single,2000,['2000'],['2000']
565,cwd,1,1.0,0.00%,100.00%,0:00:07,0.0,unknown,unknown,,unknown,,,single,cwd,['cwd'],['cwd']
566,rist,1,1.0,0.00%,0.00%,0:00:44,3.0,unknown,unknown,,unknown,,,single,rist,['rist'],['rist']
567,tinney,1,2.0,0.00%,100.00%,0:00:14,1.0,unknown,unknown,,unknown,,,single,tinney,['tinney'],['tinney']
568,trib,1,1.0,0.00%,100.00%,0:00:04,0.0,unknown,unknown,,unknown,,,single,trib,['trib'],['trib']
569,whetzel,1,2.0,0.00%,0.00%,0:00:35,4.0,unknown,,,unknown,,,single,whetzel,['whetzel'],['whetzel']
